datasettingname,grabdate,grabstatus,rowgrabbed,rowsaved,note,recfile
DATA01,2016-01-06T19:15:45.1057823+07:00,SUCCESS,12.000000,12.000000,,E:\data\vale\historyrec\irondcecom-20160106191553.csv
